record_index,drug_name,model_id,canonical_smiles,ic50_original,ic50_transformed,split
26403,Tanespimycin,ACH-001703,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)C)OC)OC(=O)N)C)C)O)OC,2.53246708,0.5629754643935461,train
26404,PI-103,ACH-000304,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)O,-1.53473617,0.4617067300484781,train
26405,GSK650394,ACH-000078,C1CCC(C1)C2=C(C=CC(=C2)C3=CNC4=C3C=C(C=N4)C5=CC=CC=C5)C(=O)O,5.42145469,0.6323113672120323,train
26406,Elesclomol,ACH-000294,CN(C(=S)C1=CC=CC=C1)NC(=O)CC(=O)NN(C)C(=S)C2=CC=CC=C2,-5.06637073,0.3759822044014249,train
26407,PLX-4720,ACH-000400,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)Cl)F,4.12458445,0.601677221081219,train
26408,Tivozanib,ACH-001345,CC1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)Cl,0.25271567,0.5063175555269042,train
26409,Z-LLNle-CHO,ACH-000583,CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCC1=CC=CC=C1,-0.09820285,0.4975449484799893,train
26410,Selumetinib,ACH-000535,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,0.65801987,0.5164445635664601,train
26411,Gemcitabine,ACH-000749,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,-4.10996822,0.39867312603818345,train
26412,MK-2206,ACH-000684,C1CC(C1)(C2=CC=C(C=C2)C3=C(C=C4C(=N3)C=CN5C4=NNC5=O)C6=CC=CC=C6)N,2.2892575,0.5569827964809996,train
26413,CP466722,ACH-000062,COC1=C(C=C2C(=C1)C(=NC=N2)N3C(=NC(=N3)C4=CC=CC=N4)N)OC,2.32110224,0.5577684316439661,train
26414,Entinostat,ACH-000318,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3,1.62099748,0.5404364323380647,train
26415,SGC0946,ACH-000609,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,1.32253223,0.5330151976046056,train
26416,Vorinostat,ACH-000252,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,2.41227678,0.5600161689958513,train
26417,Serdemetan,ACH-000470,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4,4.789244,0.6174938553451776,train
26418,Masitinib,ACH-000882,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC(=CS4)C5=CN=CC=C5,2.83557071,0.5704180706873293,train
26419,Pictilisib,ACH-000242,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,4.21777257,0.6039084535413516,train
26420,Temsirolimus,ACH-000120,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OC(=O)C(C)(CO)CO)C)C)O)OC)C)C)C)OC,-3.68875896,0.40881267262388127,train
26421,NSC-87877,ACH-000893,C1=CC2=C(C=C(C(=C2N=C1)O)N=NC3=CC4=C(C=C3)C=C(C=C4)S(=O)(=O)O)S(=O)(=O)O,5.5205941,0.6346132577517656,train
26422,KU-55933,ACH-000973,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,1.90966067,0.5475969572835938,train
26423,SGC0946,ACH-001398,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,2.13646155,0.5532092991020633,train
26424,HG-5-113-01,ACH-000880,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=CC(=NC3=C2C=CN3)NC4=NC=C(C=C4)C(=O)NC,0.03710481,0.5009276191857374,train
26425,QS11,ACH-000769,C1CC2=C(C1)C=C(C=C2)OC3=NC(=C4C(=N3)N(C=N4)CC5=CC=C(C=C5)C6=CC=CC=C6)NC(CC7=CC=CC=C7)CO,3.64954226,0.5902391812186233,train
26426,TAK-715,ACH-000713,CCC1=NC(=C(S1)C2=CC(=NC=C2)NC(=O)C3=CC=CC=C3)C4=CC=CC(=C4)C,3.23155653,0.5800931158668237,train
26427,UNC1215,ACH-001819,C1CCN(C1)C2CCN(CC2)C(=O)C3=CC(=C(C=C3)C(=O)N4CCC(CC4)N5CCCC5)NC6=CC=CC=C6,2.37177701,0.5590180212726427,train
26428,BX-912,ACH-000101,C1CCN(C1)C(=O)NC2=CC=CC(=C2)NC3=NC=C(C(=N3)NCCC4=CN=CN4)Br,-1.9424285,0.4515913977354806,train
26429,QL-X-138,ACH-000864,CC1=C(C=C(C=C1)N2C(=O)C=CC3=CN=C4C=CC(=CC4=C32)C5=CNN=C5)NC(=O)C=C,-0.73484353,0.4816371742017202,train
26430,CCT007093,ACH-000881,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3,2.91633353,0.5723959576827671,train
26431,PAC-1,ACH-000504,C=CCC1=C(C(=CC=C1)C=NNC(=O)CN2CCN(CC2)CC3=CC=CC=C3)O,2.95500626,0.5733422407644947,train
26432,SB590885,ACH-000427,CN(C)CCOC1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC5=C(C=C4)C(=NO)CC5,4.4577954,0.6096353144807988,train
26433,BMS-754807,ACH-000107,CC1(CCCN1C2=NN3C=CC=C3C(=N2)NC4=NNC(=C4)C5CC5)C(=O)NC6=CN=C(C=C6)F,-1.92132101,0.4521141918957047,train
26434,OSI-930,ACH-000650,C1=CC=C2C(=C1)C(=CC=N2)CNC3=C(SC=C3)C(=O)NC4=CC=C(C=C4)OC(F)(F)F,4.53769406,0.6115350693356193,train
26435,BAY-61-3606,ACH-000464,COC1=C(C=C(C=C1)C2=CC3=NC=CN3C(=N2)NC4=C(C=CC=N4)C(=O)N)OC.Cl.Cl,1.35936958,0.5339320035334127,train
26436,Refametinib,ACH-000343,COC1=CC(=C(C(=C1NS(=O)(=O)C2(CC2)CC(CO)O)NC3=C(C=C(C=C3)I)F)F)F,3.07093936,0.5761757658485452,train
26437,Selisistat,ACH-000805,C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)C(=O)N,5.79416346,0.6409330965025529,train
26438,Nilotinib,ACH-000159,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,3.05488816,0.5757837521064528,train
26439,WZ3105,ACH-000346,CC(C)N1C=NC2=C(N=C(N=C21)NC3CCC(CC3)N(C)C)NC4=CC(=CC=C4)NC(=O)C=C,0.65594796,0.5163928216697028,train
26440,Afatinib,ACH-000860,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,1.2952279,0.5323355046863344,train
26441,TW 37,ACH-000681,CC(C)C1=CC=CC=C1CC2=CC(=C(C(=C2O)O)O)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C,-2.6320676,0.43457557959315607,train
26442,FTI-277,ACH-003071,COC(=O)C(CCSC)NC(=O)C1=C(C=C(C=C1)NCC(CS)N)C2=CC=CC=C2,2.13611453,0.553200721835553,train
26443,GSK429286A,ACH-000876,CC1=C(C(CC(=O)N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NC3=C(C=C4C(=C3)C=NN4)F,6.54346669,0.6579893050246738,train
26444,UNC0638,ACH-000181,CC(C)N1CCC(CC1)NC2=NC(=NC3=CC(=C(C=C32)OC)OCCCN4CCCC4)C5CCCCC5,2.86575285,0.5711575000381649,train
26445,PF-562271,ACH-000616,CN(C1=C(C=CC=N1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C,4.3381508,0.606784305382764,train
26446,Belinostat,ACH-001650,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO,0.64464549,0.5161105584451712,train
26447,OSI-930,ACH-000926,C1=CC=C2C(=C1)C(=CC=N2)CNC3=C(SC=C3)C(=O)NC4=CC=C(C=C4)OC(F)(F)F,3.47987807,0.5861295424607144,train
26448,PHA-793887,ACH-000315,CC(C)CC(=O)NC1=NNC2=C1CN(C2(C)C)C(=O)C3CCN(CC3)C,-0.45369314,0.488659616663071,train
26449,Cabozantinib,ACH-001443,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F,4.30601669,0.6060173322774985,train
26450,I-BET-762,ACH-000019,CCNC(=O)CC1C2=NN=C(N2C3=C(C=C(C=C3)OC)C(=N1)C4=CC=C(C=C4)Cl)C,5.69417995,0.6386288696896129,train
26451,CHIR-99021,ACH-000638,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,5.49614424,0.6340461298059795,train
26452,Dacinostat,ACH-000968,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)C=CC(=O)NO,-0.69354663,0.4826682809239107,train
26453,ZSTK474,ACH-000644,C1COCCN1C2=NC(=NC(=N2)N3C4=CC=CC=C4N=C3C(F)F)N5CCOCC5,0.62063411,0.5155108742508969,train
26454,(5Z)-7-Oxozeaenol,ACH-000288,CC1CC=CC(=O)C(C(CC=CC2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O,0.44338743,0.5110828701360018,train
26455,FH535,ACH-000346,CC1=C(C=CC(=C1)[N+](=O)[O-])NS(=O)(=O)C2=C(C=CC(=C2)Cl)Cl,4.08339383,0.6006896272814255,train
26456,GSK1070916,ACH-001716,CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C,3.16207905,0.5783998125699911,train
26457,Tamoxifen,ACH-000383,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,3.77535576,0.5932785765927097,train
26458,CHIR-99021,ACH-000258,CC1=CN=C(N1)C2=CN=C(N=C2C3=C(C=C(C=C3)Cl)Cl)NCCNC4=NC=C(C=C4)C#N,3.17043183,0.5786034846587569,train
26459,Vinorelbine,ACH-000349,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,-3.84246733,0.40510304640511907,train
26460,Selumetinib,ACH-000421,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,-0.05237823,0.4986905472437121,train
26461,KU-55933,ACH-000843,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,3.79998637,0.593872774195074,train
26462,Tivozanib,ACH-000098,CC1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)Cl,0.19638564,0.5049094832130074,train
26463,PAC-1,ACH-000046,C=CCC1=C(C(=CC=C1)C=NNC(=O)CN2CCN(CC2)CC3=CC=CC=C3)O,0.83798451,0.5209373620226239,train
26464,Afatinib,ACH-000091,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,3.80513921,0.5939970484480678,train
26465,KIN001-266,ACH-000665,CCN1CCC(CC1)N2C=C(N=N2)CNC3=CC4=C(C(=CN=C4C(=C3)Cl)C#N)NC5=CC(=C(C=C5)F)Cl,2.74551309,0.5682099016747348,train
26466,VNLG/124,ACH-000117,CCCC(=O)OCC1=CC=C(C=C1)OC(=O)C=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C,3.83937207,0.5948223573196385,train
26467,I-BET-762,ACH-001716,CCNC(=O)CC1C2=NN=C(N2C3=C(C=C(C=C3)OC)C(=N1)C4=CC=C(C=C4)Cl)C,1.60550177,0.5400515492600261,train
26468,FMK,ACH-000792,CC1=CC=C(C=C1)C2=C(N(C3=NC=NC(=C23)N)CCCO)C(=O)CF,5.52449157,0.6347036272595462,train
26469,QL-X-138,ACH-000346,CC1=C(C=C(C=C1)N2C(=O)C=CC3=CN=C4C=CC(=CC4=C32)C5=CNN=C5)NC(=O)C=C,2.27385018,0.5566025829923265,train
26470,Piperlongumine,ACH-000818,COC1=CC(=CC(=C1OC)OC)C=CC(=O)N2CCC=CC2=O,3.8056551,0.594009489825956,train
26471,XMD13-2,ACH-000999,C1CC1C(=O)NC2=NNC3=C2C=CC(=C3)C4=CC(=CC=C4)C(=O)NC5CC5,2.31314331,0.557572105425252,train
26472,681640,ACH-000869,C1CCC(CC1)NC(=O)NCC2CCCO2,1.12722783,0.5281508939568759,train
26473,CGP-60474,ACH-000581,C1=CC(=CC(=C1)Cl)NC2=NC=CC(=N2)C3=CC(=NC=C3)NCCCO,-2.71951494,0.4324280689741998,train
26474,PIK-93,ACH-001543,CC1=C(SC(=N1)NC(=O)C)C2=CC(=C(C=C2)Cl)S(=O)(=O)NCCO,3.01476081,0.5748033173694137,train
26475,VX-702,ACH-000439,C1=CC(=C(C(=C1)F)N(C2=NC(=C(C=C2)C(=O)N)C3=C(C=C(C=C3)F)F)C(=O)N)F,3.34978241,0.5829701642507538,train
26476,EHT-1864,ACH-000504,C1COCCN1CC2=CC(=O)C(=CO2)OCCCCCSC3=C4C=CC(=CC4=NC=C3)C(F)(F)F.Cl.Cl,5.79828995,0.6410280571374284,train
26477,Tamoxifen,ACH-000293,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,4.17819991,0.6029614753552769,train
26478,A-770041,ACH-000432,CC(=O)N1CCN(CC1)C2CCC(CC2)N3C4=NC=NC(=C4C(=N3)C5=CC(=C(C=C5)NC(=O)C6=CC7=CC=CC=C7N6C)OC)N,-0.94415502,0.47641364319357793,train
26479,(5Z)-7-Oxozeaenol,ACH-000691,CC1CC=CC(=O)C(C(CC=CC2=C(C(=CC(=C2)OC)O)C(=O)O1)O)O,1.60199004,0.5399643181099643,train
26480,Afatinib,ACH-000291,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,3.29429571,0.5816205762094686,train
26481,UNC0638,ACH-000218,CC(C)N1CCC(CC1)NC2=NC(=NC3=CC(=C(C=C32)OC)OCCCN4CCCC4)C5CCCCC5,2.27296895,0.5565808344669442,train
26482,Ruxolitinib,ACH-000601,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,4.441138,0.6092388291966349,train
26483,FR-180204,ACH-000464,C1=CC=C(C=C1)C2=NN3C=CC=CC3=C2C4=CC5=C(NN=C5N=N4)N,6.43143997,0.6554638192180653,train
26484,OSU-03012,ACH-000062,C1=CC=C2C(=C1)C=CC3=C2C=CC(=C3)C4=CC(=NN4C5=CC=C(C=C5)NC(=O)CN)C(F)(F)F,2.58164422,0.5641850126576924,train
26485,SGC0946,ACH-000643,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,2.11292637,0.5526275103633785,train
26486,Shikonin,ACH-000865,CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C,-2.06801167,0.4484831779866084,train
26487,FTI-277,ACH-001332,COC(=O)C(CCSC)NC(=O)C1=C(C=C(C=C1)NCC(CS)N)C2=CC=CC=C2,0.85749661,0.5214242891175802,train
26488,Pazopanib,ACH-000568,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,4.51238719,0.6109337100944029,train
26489,Dasatinib,ACH-000346,CC1=C(C(=CC=C1)Cl)NC(=O)C2=CN=C(S2)NC3=CC(=NC(=N3)C)N4CCN(CC4)CCO,2.23403195,0.5556196641824979,train
26490,SB216763,ACH-000073,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(C=C(C=C4)Cl)Cl,4.66170394,0.6144769404203186,train
26491,SGC0946,ACH-000431,CC(C)N(CCCNC(=O)NC1=CC=C(C=C1)C(C)(C)C)CC2C(C(C(O2)N3C=C(C4=C(N=CN=C43)N)Br)O)O,1.86591214,0.5465129311358501,train
26492,Midostaurin,ACH-000142,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC,0.33334225,0.5083327846688744,train
26493,QL-XI-92,ACH-000644,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)NC(=O)C=C)C(F)(F)F)NC(=O)C3=CC=NO3,4.86085338,0.6191838053965422,train
26494,Avagacestat,ACH-000847,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl,2.74304792,0.5681494183507184,train
26495,Selumetinib,ACH-000652,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,-1.12005004,0.4720279855795498,train
26496,Avagacestat,ACH-000439,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)C(CCC(F)(F)F)C(=O)N)Cl,3.07635359,0.5763079744017443,train
26497,SNX-2112,ACH-000670,CC1(CC2=C(C(=O)C1)C(=NN2C3=CC(=C(C=C3)C(=O)N)NC4CCC(CC4)O)C(F)(F)F)C,-0.00028824,0.4999927940000005,train
26498,Cyclopamine,ACH-001642,CC1CC2C(C(C3(O2)CCC4C5CC=C6CC(CCC6(C5CC4=C3C)C)O)C)NC1,3.70853292,0.5916651477608006,train
26499,Tamoxifen,ACH-001549,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,3.51031187,0.5868676167233476,train
26500,NPK76-II-72-1,ACH-001496,CC1CC(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,0.42422637,0.5106040689700141,train
26501,CCT007093,ACH-000174,C1CC(=CC2=CC=CS2)C(=O)C1=CC3=CC=CS3,3.05849309,0.5758718025748673,train
26502,GW-2580,ACH-000666,COC1=CC=C(C=C1)COC2=C(C=C(C=C2)CC3=CN=C(N=C3N)N)OC,6.19930995,0.6502028543012284,train
26503,JNK Inhibitor VIII,ACH-000551,CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N,4.46181574,0.6097309863532157,train
26504,Y-39983,ACH-000389,CC(C1=CC=C(C=C1)C(=O)NC2=C3C=CNC3=NC=C2)N.Cl,5.33138845,0.6302148997110254,train
26505,Trametinib,ACH-000864,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC=CC(=C4)NC(=O)C)C5CC5,2.40722179,0.559891611246998,train
26506,OSI-930,ACH-000483,C1=CC=C2C(=C1)C(=CC=N2)CNC3=C(SC=C3)C(=O)NC4=CC=C(C=C4)OC(F)(F)F,4.77324009,0.6171157796713441,train
26507,AZD7762,ACH-000121,C1CC(CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N,2.09157211,0.5520995091190752,train
26508,CCT-018159,ACH-000311,CCC1=CC(=C(C=C1O)O)C2=NNC(=C2C3=CC4=C(C=C3)OCCO4)C,2.58956078,0.5643796553594833,train
26509,YM201636,ACH-000464,C1COCCN1C2=NC(=NC3=C2OC4=C3C=CC=N4)C5=CC(=CC=C5)NC(=O)C6=CN=C(C=C6)N,1.87360552,0.5467035943772993,train
26510,Rapamycin,ACH-000115,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,-1.10943259,0.4722925989185289,train
26511,STF-62247,ACH-000755,CC1=CC(=CC=C1)NC2=NC(=CS2)C3=CC=NC=C3,4.70593497,0.6155242195485242,train
26512,Dacinostat,ACH-000871,C1=CC=C2C(=C1)C(=CN2)CCN(CCO)CC3=CC=C(C=C3)C=CC(=O)NO,-3.66727165,0.40933208997237897,train
26513,Ispinesib Mesylate,ACH-000139,CC1=CC=C(C=C1)C(=O)N(CCCN)C(C2=NC3=C(C=CC(=C3)Cl)C(=O)N2CC4=CC=CC=C4)C(C)C.CS(=O)(=O)O,-2.58201463,0.4358058797123566,train
26514,BMS-536924,ACH-000920,CC1=CC(=CC2=C1N=C(N2)C3=C(C=CNC3=O)NCC(C4=CC(=CC=C4)Cl)O)N5CCOCC5,2.16748058,0.5539758655162524,train
26515,Gefitinib,ACH-000780,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,1.37015805,0.5342004632659597,train
26516,LFM-A13,ACH-000322,CC(=C(C#N)C(=O)NC1=C(C=CC(=C1)Br)Br)O,5.05464061,0.6237425439978325,train
26517,Nilotinib,ACH-000072,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,-5.23784132,0.37196780365647186,train
26518,Elesclomol,ACH-000905,CN(C(=S)C1=CC=CC=C1)NC(=O)CC(=O)NN(C)C(=S)C2=CC=CC=C2,-3.45047535,0.414583893884832,train
26519,PD0325901,ACH-000621,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O,1.05919742,0.5264552067280024,train
26520,Rucaparib,ACH-000888,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,4.09958943,0.6010780341091104,train
26521,JQ1,ACH-001542,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C,2.15699589,0.5537167882316333,train
26522,VNLG/124,ACH-001338,CCCC(=O)OCC1=CC=C(C=C1)OC(=O)C=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C,2.76325177,0.5686450628264113,train
26523,Tamoxifen,ACH-000915,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,3.98378975,0.598298129207114,train
26524,BAY-61-3606,ACH-000823,COC1=C(C=C(C=C1)C2=CC3=NC=CN3C(=N2)NC4=C(C=CC=N4)C(=O)N)OC.Cl.Cl,1.37319109,0.5342759337164144,train
26525,Selumetinib,ACH-000475,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,2.94787807,0.5731678612188383,train
26526,Olaparib,ACH-000358,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,4.58140824,0.6125730353520416,train
26527,XMD8-92,ACH-000681,CCOC1=C(C=CC(=C1)N2CCC(CC2)O)NC3=NC=C4C(=N3)N(C5=CC=CC=C5C(=O)N4C)C,2.74030476,0.5680821121105407,train
26528,KU-55933,ACH-000467,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,4.03790586,0.5995980474801262,train
26529,KU-55933,ACH-000722,C1COCCN1C2=CC(=O)C=C(O2)C3=C4C(=CC=C3)SC5=CC=CC=C5S4,3.62293741,0.5895955704517389,train
26530,Selumetinib,ACH-001016,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO,1.16961768,0.5292071533000617,train
26531,HG-5-113-01,ACH-000379,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=CC(=NC3=C2C=CN3)NC4=NC=C(C=C4)C(=O)NC,1.68747359,0.5420870157811181,train
26532,GSK650394,ACH-000168,C1CCC(C1)C2=C(C=CC(=C2)C3=CNC4=C3C=C(C=N4)C5=CC=CC=C5)C(=O)O,4.04138751,0.599681632113763,train
26533,IPA-3,ACH-002052,C1=CC=C2C(=C1)C=CC(=C2SSC3=C(C=CC4=CC=CC=C43)O)O,3.55044552,0.5878403327649039,train
26534,Navitoclax,ACH-001334,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)NC(CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,1.9220009,0.54790264939724,train
26535,PF-4708671,ACH-000396,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F,3.91690948,0.596689694243725,train
26536,PF-4708671,ACH-000752,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F,4.38056789,0.6077959051818467,train
26537,Alectinib,ACH-000431,CCC1=CC2=C(C=C1N3CCC(CC3)N4CCOCC4)C(C5=C(C2=O)C6=C(N5)C=C(C=C6)C#N)(C)C,1.96337241,0.5489272392613923,train
26538,AS601245,ACH-000327,C1=CC=C2C(=C1)N=C(S2)C(C#N)C3=NC(=NC=C3)NCCC4=CN=CC=C4,4.33052963,0.6066024516766226,train
26539,XMD13-2,ACH-000018,C1CC1C(=O)NC2=NNC3=C2C=CC(=C3)C4=CC(=CC=C4)C(=O)NC5CC5,3.35038031,0.582984700081401,train
26540,Bicalutamide,ACH-000448,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,3.40099168,0.5842146118271068,train
26541,Pazopanib,ACH-000674,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,2.29225134,0.5570566691086478,train
26542,Olaparib,ACH-000441,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,4.1172197,0.6015007029890759,train
26543,Pictilisib,ACH-000978,CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=C5C=NNC5=CC=C4)N6CCOCC6,2.26193817,0.5563085793860669,train
26544,FH535,ACH-001384,CC1=C(C=CC(=C1)[N+](=O)[O-])NS(=O)(=O)C2=C(C=CC(=C2)Cl)Cl,3.57337766,0.5883958298588965,train
26545,Bryostatin 1,ACH-000648,CCCC=CC=CC(=O)OC1C(=CC(=O)OC)CC2CC(OC(=O)CC(CC3CC(C(C(O3)(CC4CC(=CC(=O)OC)CC(O4)C=CC(C1(O2)O)(C)C)O)(C)C)OC(=O)C)O)C(C)O,-1.88315079,0.45305986647438845,train
26546,681640,ACH-000403,C1CCC(CC1)NC(=O)NCC2CCCO2,3.71342537,0.5917833428270056,train
